Keyword,Related,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
dis autoparts,0.05,30,12,0,0.03,6610000,Commercial,"Reviews, Indented, Image pack, Video, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18"
does target have automotive,0.05,30,28,0,0,144000000,"Navigational, Transactional","Site links, Indented, Image, Image pack, Video, People also ask, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18"
does target have car stuff,0.05,30,25,0,0.16,98,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, Related searches","0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
dog car safety products,0.05,30,64,0.51,1,98800000,Commercial,"Featured snippet, FAQ, Reviews, Image, Image pack, People also ask, Related searches, Popular products","1.00,0.39,0.39,0.61,0.39,0.61,0.39,0.39,0.39,0.39,0.39,0.83"
dog car supplies,0.05,30,36,0.55,1,95500000,Commercial,"Reviews, Image, Related searches, Popular products","1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
dog truck accessories,0.05,30,33,0.29,1,56200000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.74,1.00,1.00,0.00,0.74,0.49,0.74,0.74,0.00,0.49,0.74"
duck fridge amazon,0.05,30,29,0,0.78,51,Transactional,"Site links, FAQ, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18"
ebay auto com,0.05,30,81,0.53,0.37,76,"Navigational, Transactional","Site links, Reviews, Video, People also ask, Related searches","0.00,0.33,0.33,0.33,0.33,1.00,0.77,0.33,0.33,0.33,0.22,0.44"
ebay auto part,0.05,30,69,0.39,0.9,54,Navigational,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products","0.57,0.43,0.29,0.71,0.14,0.14,0.57,0.14,1.00,0.00,1.00,0.29"
ebay auto.com,0.05,30,73,0.41,0.28,94,"Navigational, Transactional","Site links, Reviews, People also ask","0.83,0.67,0.33,0.33,0.67,0.83,0.33,0.33,0.33,0.33,0.33,1.00"
ebay bmw parts,0.05,30,47,0.42,0.96,68,Transactional,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products, Shopping ads","0.59,0.00,0.59,0.59,0.80,0.59,0.00,0.80,0.80,1.00,0.59,1.00"
ebay ca motors,0.05,30,85,0.64,0.11,73,"Navigational, Transactional","Site links, Reviews, Indented, Image, Image pack, Video, Related searches","1.00,0.83,0.83,0.83,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42"
ebay cars and truck parts,0.05,30,59,0.49,0.35,51,"Navigational, Transactional","Site links, Reviews, Image, Video, People also ask, Related searches, Popular products","1.00,1.00,0.75,0.75,0.75,0.75,1.00,0.75,0.00,0.00,0.75,0.75"
ebay cars and trucks parts,0.05,30,73,0.57,0.68,63,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, Related searches, Popular products","0.57,1.00,0.14,0.28,0.42,0.42,0.57,0.57,0.14,0.14,0.42,0.42"
ebay cars usa,0.05,30,75,0.78,0.26,58,"Navigational, Transactional","Site links, Reviews, Image, Related searches","0.14,0.14,1.00,0.04,0.00,0.14,0.09,0.09,0.04,0.04,0.04,0.00"
ebay engine parts for sale,0.05,30,39,0,0.5,46,Transactional,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads","1.00,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
ebay motor company,0.05,30,81,1.09,0.14,60200000,"Navigational, Transactional","Site links, Reviews, Video, People also ask, Related searches","0.18,0.36,1.00,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
ebay motor.com,0.05,30,85,0.53,0.09,82,"Navigational, Transactional","Site links, Reviews, Indented, Image, Image pack, Video, People also ask","1.00,0.75,1.00,0.50,0.50,1.00,0.50,0.25,1.00,0.50,0.50,0.25"
ebay motors ct,0.05,30,77,1.18,0.11,49,"Navigational, Transactional","Site links, Reviews, Indented, Image, Image pack, People also ask, Related searches","0.40,0.60,1.00,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.60"
ebay motors ebay,0.05,30,82,0.59,0.18,93,"Navigational, Transactional","Site links, Reviews, Video, Related searches","0.00,0.14,0.00,0.00,0.00,0.78,1.00,0.00,0.14,0.07,0.00,0.00"
ebay motors florida,0.05,30,70,0.64,0.13,83,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, People also ask, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.27,1.00"
ebay motors indiana,0.05,30,88,1.31,0.07,53,"Navigational, Transactional","Site links, People also ask, Related searches","0.47,0.74,0.47,0.47,0.47,1.00,1.00,0.74,0.47,0.47,0.47,0.47"
ebay motors nc,0.05,30,88,0,0.11,67,"Navigational, Transactional","Site links, Reviews, Image, Image pack, People also ask, Related searches","0.44,0.22,0.22,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
ebay motors texas,0.05,30,50,0,0.32,61,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18"
ebay partes para carros,0.05,30,75,0.25,0.3,32,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.18,0.18"
ebay parts for sale,0.05,30,77,0.33,0.33,32,Transactional,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","0.17,0.17,0.17,0.27,0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00"
ebay uk espa?ol,0.05,30,60,0,0.03,79,"Navigational, Transactional","Site links, Reviews, Video, Related searches","0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.53,1.00"
ebay usa texas,0.05,30,66,0,0.02,44,Navigational,"Site links, Indented, Image, Image pack, People also ask, Related searches","0.42,0.27,0.27,0.27,0.27,1.00,0.27,0.42,0.27,0.27,0.27,0.27"
ebay. discount auto parts,0.05,30,70,0.54,0.84,86,Navigational,"Site links, Reviews, Related searches, Ads bottom","1.00,1.00,0.79,0.21,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0.10"
enay cars,0.05,30,78,0.59,0.16,55,"Navigational, Transactional","Site links, Reviews, Indented, Image, Image pack, Video, Related searches","0.80,1.00,0.39,0.39,0.39,0.80,0.59,0.20,0.59,0.80,0.39,0.59"
etsy car decor,0.05,30,32,0.6,1,22,Transactional,"Site links, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
everything truck and auto,0.05,30,7,0,0.02,654000000,Informational,"Site links, Reviews, Indented, Image pack, Video, Knowledge panel, Related searches","0.18,0.18,0.27,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00"
fancy car dashboard accessories,0.05,30,27,0,0.5,172000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.29,0.29,1.00,0.29,0.29,0.29,0.29,0.00,0.29,0.29,0.29,0.29"
find auto parts online,0.05,30,88,0.74,0.61,702000000,Commercial,"Site links, Reviews, Indented, Image, Video carousel, People also ask, Related searches, Ads bottom","1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.75,0.50,0.50,0.50,0.50"
find parts for car,0.05,30,100,0.88,0.23,1770000000,Commercial,"Site links, FAQ, Reviews, Indented, Image, Video carousel, People also ask, Local pack, Related searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.03,0.00,0.07"
floor mats mazda 3,0.05,30,16,0.78,1,86,Commercial,"Reviews, Indented, Image, Video, Related searches, Popular products, Shopping ads, Ads top","1.00,0.39,0.20,0.20,0.80,0.39,1.00,0.39,0.20,0.00,0.59,0.39"
fluffy car accessories,0.05,30,20,0.22,1,38,Informational,"Reviews, Image, Video carousel, Related searches, Popular products","0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
for any auto,0.05,30,53,0,0.02,4730000000,Navigational,"Site links, Reviews, Video, Knowledge panel","1.00,0.67,0.67,1.00,1.00,0.67,0.67,1.00,0.67,1.00,1.00,0.67"
forros para asientos de ram 1500,0.05,30,17,0.23,1,22,Transactional,"Reviews, Indented, Image, Image pack, Video, Popular products, Shopping ads","0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.27"
fun car accessories for new drivers,0.05,30,48,0.32,1,23500000,Commercial,"Indented, Image, Video, Related searches, Popular products","0.40,0.40,0.40,0.40,0.40,0.40,0.40,1.00,1.00,0.40,0.40,0.40"
fun truck accessories,0.05,30,36,0.27,1,36600000,Commercial,"Reviews, Image, Knowledge panel, Related searches, Popular products","0.42,0.28,0.71,0.42,0.28,0.42,0.14,0.57,1.00,0.14,0.14,0.28"
funky car seat covers,0.05,30,19,0.24,0.92,77,Commercial,"FAQ, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.13,0.13,0.13,1.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13"
funny car things,0.05,30,32,0.36,1,348000000,Commercial,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","0.18,0.18,0.18,0.18,0.18,0.00,0.18,0.18,1.00,0.18,0.18,0.18"
futuristic car accessories,0.05,30,49,0,0.77,9760000,Commercial,"Site links, Reviews, Image, Image pack, People also ask, Related searches, Popular products, Shopping ads, Ads bottom","0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
genuine mazda cx-5 floor mats,0.05,30,6,0.44,1,55,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,0.80,0.40,0.60,0.60,0.60,0.60,0.40,0.80,0.40,0.40,0.40"
girly seat cover sets for cars,0.05,30,27,0,1,68,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00"
gmc accessories amazon,0.05,30,41,0,0.71,31,"Navigational, Transactional","Indented, Image, Image pack, Video, People also ask, Related searches","0.47,0.47,0.47,1.00,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47"
granola girl cars,0.05,30,20,0,0,26700000,Informational,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches","0.40,0.60,0.80,0.80,0.80,0.00,0.60,1.00,0.60,0.60,0.00,0.60"
hanging items for car,0.05,30,27,0,1,75,Commercial,"Reviews, Indented, Image pack, Video, People also ask, Related searches, Popular products","0.14,0.14,0.14,0.14,0.28,0.14,0.14,0.14,1.00,0.14,0.14,0.14"
harry styles steering wheel cover,0.05,30,21,0.23,1,23,"Informational, Transactional","Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.36,0.18,0.18,0.18,0.18,0.18,0.27,0.18,0.18,0.18,0.18"
how to buy a car on amazon,0.05,30,30,0,0.1,95,"Informational, Transactional","FAQ, Reviews, Indented, Video, People also ask, Related searches","0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
i buy a new car for the chick,0.05,30,0,0,0,123000000,Transactional,"Reviews, Indented, Video, Video carousel, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
i didn't know i wanted that,0.05,30,34,0,0,1300000000,Commercial,"Site links, Reviews, Image, Video, Related searches","0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.23,1.00,0.09,0.09,0.09"
i wish driving was more fun,0.05,30,16,0,0,102000000,Informational,"Reviews, Video, Related searches","0.09,0.00,0.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
icar parts,0.05,30,79,0.99,0.31,96700000,Commercial,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
icard auto parts,0.05,30,22,1.32,0.29,80,Navigational,"Site links, Reviews, Indented, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
icardi auto parts,0.05,30,27,1.31,0.36,57,Navigational,"Site links, Reviews, Indented, People also ask, Related searches","0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
idcarid,0.05,30,68,1.12,0.36,94,Navigational,"Site links, Reviews, Indented, Image pack, Video, Related searches","1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.00,0.00,0.00,0.00"
inside truck accessories,0.05,30,36,0.46,1,61900000,Commercial,"Indented, Video, Related searches","0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00"
interior accesories,0.05,30,53,0.36,0.69,326000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,0.20,0.40,0.00,0.80,0.60,0.60,1.00,0.60,0.20,0.40,0.20"
jaguar accessories amazon,0.05,30,31,0,1,25,"Navigational, Transactional","Indented, Image pack, Video, People also ask, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18"
light pink car accessories,0.05,30,24,0.21,1,46,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
many auto parts,0.05,30,57,0,0.03,1160000000,Commercial,"FAQ, Reviews, Indented, Image, People also ask, Local pack, Related searches","0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.22,0.22"
mazda 3 2010 accessories,0.05,30,6,0.24,1,68,Commercial,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads","0.09,0.18,0.18,0.09,0.00,0.00,0.00,0.45,0.27,1.00,0.36,0.36"
mazda 3 rubber floor mats,0.05,30,18,0.46,1,66,Commercial,"Reviews, Indented, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads","1.00,0.40,0.40,0.60,0.40,0.40,0.40,0.40,0.80,0.40,0.40,0.40"
mazda 6 aftermarket accessories,0.05,30,10,0.2,0.98,78,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products, Ads bottom","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mazda accessories cx-5 2022,0.05,30,25,0,1,14400000,Commercial,"Reviews, Indented, Image, Related searches, Popular products, Shopping ads, Ads bottom","0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
mazda accessory,0.05,30,46,0.31,0.93,13600000,Transactional,"Site links, Image, Image pack, Related searches, Popular products","0.07,0.07,0.81,0.00,1.00,0.07,0.17,0.00,0.26,0.45,0.00,0.00"
mazda cx 5 2022 accessories,0.05,30,27,0.44,1,15300000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.08,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00"
mazda cx 5 2022 floor mats,0.05,30,22,0.86,1,89,Transactional,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads","1.00,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
mazda cx 5 accessories 2019,0.05,30,11,0.14,1,90,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
mazda cx-5 accessories 2023,0.05,30,15,0.32,1,15100000,Commercial,"Indented, Image, Video, Related searches, Popular products, Shopping ads, Ads top","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,1.00,1.00,1.00"
mazda cx-5 rubber floor mats,0.05,30,7,0.67,1,71,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.22,0.00,0.00,0.00,0.22,0.22,0.22,1.00,1.00,0.22,0.22,0.55"
mazda cx5 rubber floor mats,0.05,30,5,0.67,1,69,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.80,1.00,0.39,0.39,0.39,0.80,0.39,0.59,0.80,0.80,0.80,0.80"
mazda cx5 weather mats,0.05,30,24,0.77,1,74,Commercial,"Reviews, Indented, Image, Image pack, Video carousel, People also ask, Related searches, Popular products, Shopping ads, Ads bottom","0.22,0.00,0.00,0.44,0.22,0.33,0.44,0.55,1.00,0.55,0.33,0.55"
mazda interior accessories,0.05,30,8,0.17,1,88,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches, Popular products, Ads bottom","0.40,0.40,0.60,0.40,1.00,0.40,0.40,0.40,0.60,1.00,0.60,0.60"
mazda interior parts,0.05,30,10,0.18,0.73,39400000,Commercial,"Reviews, Indented, Image, Image pack, Related searches, Popular products","0.75,1.00,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
mazda k3006,0.05,30,1,1.2,0.45,50,Informational,"Reviews, Indented, Image, Image pack","0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18"
mazda parts and accessories,0.05,30,47,0.54,0.8,46300000,Commercial,"Site links, Indented, Image, Related searches, Popular products, Ads top, Ads bottom","0.42,0.27,0.27,0.27,1.00,0.42,0.27,0.27,0.42,0.70,0.27,0.27"
mbeat accessories,0.05,30,55,0,0,4550000,Commercial,"Reviews, Indented, Image, Video, Related searches","1.00,0.74,1.00,0.74,0.74,0.49,0.49,0.49,0.49,0.49,0.49,0.49"
mi ebay usa,0.05,30,100,0,0.07,62,Navigational,"Site links, Reviews, Indented, Video, Related searches","0.42,1.00,0.42,0.42,0.28,0.56,0.42,0.70,0.14,0.00,0.28,0.28"
miami hurricanes car accessories,0.05,30,11,0.26,1,65,Commercial,"Reviews, Indented, Image, Related searches, Popular products","0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
motor ebay motors,0.05,30,50,0.83,0.19,45,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, Related searches, Popular products","0.53,1.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
motor parts store,0.05,30,100,1.69,0.13,378000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Local pack, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.18,0.18,1.00,0.18,0.27"
must-have truck accessories 2021,0.05,30,36,0,0.5,26000000,Informational,"Featured snippet, Site links, Reviews, Indented, Image, Image pack, Video, Video carousel, People also ask, Related searches","1.00,0.40,0.60,0.40,0.40,0.40,0.40,0.40,0.00,0.40,0.40,0.00"
natural life car air freshener,0.05,30,8,2.3,1,93,Transactional,"Reviews, Indented, Image, Image pack, Related searches, Popular products, Ads bottom","0.58,0.42,0.58,0.58,1.00,0.42,0.58,0.42,1.00,0.42,0.42,0.42"
nc auto anything,0.05,30,25,11.93,0.12,79,Informational,"Reviews, Image pack, Video carousel, Knowledge panel","0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
novelty car accessories,0.05,30,30,0.34,1,29700000,Commercial,"Image, Image pack, Video, Related searches, Popular products, Ads bottom","0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,1.00,0.09,0.09,0.09"
oem mazda accessories,0.05,30,62,0.38,0.97,19500000,Navigational,"Site links, Indented, Image, Image pack, People also ask, Related searches, Popular products, Ads top, Ads bottom","0.75,1.00,0.75,1.00,1.00,0.75,0.50,1.00,1.00,0.50,0.50,0.75"
ok google ebay motors,0.05,30,84,0.52,0.52,57,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, People also ask, Related searches","0.33,0.67,0.33,0.33,0.33,0.33,0.67,1.00,1.00,0.33,0.33,0.33"
order car body parts,0.05,30,57,1.73,0.8,864000000,Commercial,"Site links, Reviews, Image, Video, People also ask, Local pack, Related searches, Ads top","0.18,0.36,0.36,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
part for cars,0.05,30,100,0.99,0.31,2290000000,Commercial,"Site links, Indented, Image, Image pack, People also ask, Local pack, Related searches","0.00,0.23,0.00,1.00,0.11,0.17,0.05,0.05,0.05,0.00,0.00,0.05"
part websites,0.05,30,100,0.55,0.46,16260000000,Commercial,"Site links, Indented, Image, Video, People also ask, Related searches, Ads bottom","0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.12,0.27,0.27,0.41"
parts for automobiles,0.05,30,96,0.72,0.25,1730000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Local pack, Related searches","1.00,0.00,0.00,0.00,0.13,0.00,0.00,0.38,0.63,0.63,0.63,0.13"
parts for cars cheap,0.05,30,82,0.85,0.95,158000000,Commercial,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","0.00,0.00,0.44,0.08,0.44,0.17,0.17,0.00,0.44,1.00,0.17,0.17"
parts on cars,0.05,30,67,0.99,0.31,863000000,Informational,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches","1.00,0.60,0.40,0.20,1.00,0.60,0.60,0.00,0.00,0.80,0.20,0.40"
parts online car,0.05,30,94,0.99,0.96,1140000000,Commercial,"Site links, Reviews, Image, Video carousel, Related searches, Ads top","0.00,1.00,0.00,0.00,0.78,0.78,0.00,0.56,0.00,0.00,0.00,0.78"
parts store auto,0.05,30,100,0.47,0.23,67,Commercial,"Site links, Reviews, Indented, Image pack, Video, Local pack, Related searches","0.00,0.00,0.14,0.00,0.79,0.07,0.00,0.21,0.79,0.21,0.00,1.00"
parts vehicles,0.05,30,100,0.86,0.48,1160000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Local pack, Related searches","0.50,0.00,0.25,0.25,0.25,0.50,0.75,0.75,0.75,1.00,0.50,0.00"
parts websites,0.05,30,100,0.57,0.48,1580000000,Commercial,"Site links, Reviews, Image, Video, People also ask, Related searches","0.80,0.60,0.60,1.00,0.80,0.60,0.80,0.40,0.40,0.60,0.40,0.80"
partsf,0.05,30,100,1.43,0.06,9840000000,Commercial,"Site links, Indented, Image, Image pack, Video, Local pack, Related searches","1.00,1.00,1.00,1.00,0.00,0.25,0.75,0.50,0.50,0.00,0.00,0.00"
partws,0.05,30,100,1.64,0,9550000000,Commercial,"Site links, Indented, Image, Image pack, Local pack, Related searches","0.00,1.00,0.00,0.75,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00"
pet accessories for car,0.05,30,38,0.45,1,154000000,Commercial,"Site links, Reviews, Indented, Image pack, Video, People also ask, Related searches, Popular products","0.00,0.17,0.05,1.00,0.17,0.05,0.23,0.05,0.00,0.05,0.05,0.05"
pets car,0.05,30,57,0.78,0.89,455000000,Informational,"Reviews, Indented, Image, Image pack, Video carousel, Related searches","0.80,0.60,0.40,0.80,0.60,0.80,1.00,0.40,0.40,0.00,0.40,0.60"
pink girly car,0.05,30,22,0,0.91,56,Commercial,"Indented, People also ask","0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
plant car accessories,0.05,30,17,0.2,1,71700000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.45,0.36,0.27,0.36,0.45,0.36,0.00,0.18,0.18,0.00,0.18,1.00"
real cars on amazon,0.05,30,37,0,0.97,67,"Navigational, Transactional","Reviews, Indented, Image, Image pack, Video, Video carousel, People also ask, Related searches","0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
replacement parts car,0.05,30,93,0.81,0.2,299000000,Commercial,"Site links, FAQ, Indented, Image, Image pack, Video, People also ask, Local pack, Related searches","1.00,0.50,0.83,0.50,0.50,0.50,0.17,0.17,0.83,1.00,0.83,0.50"
road trip accessories for car,0.05,30,42,0.22,1,63300000,Commercial,"Site links, Image pack, Video carousel, Related searches, Popular products","0.26,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
shop parts,0.05,30,100,0.99,0.38,2140000000,Commercial,"Site links, Image, Image pack, Video, People also ask, Local pack, Related searches","0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17"
shop parts by vin number,0.05,30,36,0.49,0.48,44700000,Commercial,"Site links, Reviews, Indented, Video, People also ask, Related searches","0.80,1.00,0.80,0.80,0.60,0.40,0.60,0.60,0.40,0.60,0.80,0.60"
show auto parts,0.05,30,59,0,0.79,1180000000,Commercial,"Site links, Reviews, Indented, Image, Local pack, Related searches","0.22,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
show me the part,0.05,30,68,2.71,0,11610000000,Navigational,"Site links, Reviews, Indented, Image, Image pack, Related searches","0.50,0.50,0.75,0.75,0.50,0.75,0.50,1.00,0.50,0.75,0.75,0.75"
smart car gadgets,0.05,30,51,0.23,1,68400000,Commercial,"Site links, Reviews, Image, Video, Related searches, Popular products","0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
spares for sale,0.05,30,59,0,0.72,44000000,Transactional,"Indented, Image, People also ask, Local pack, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18"
steering wheel cover natural life,0.05,30,19,3.63,1,54,"Informational, Transactional","Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products, Shopping ads","0.00,0.11,0.11,0.22,0.11,0.55,0.44,1.00,0.77,0.00,0.00,0.00"
steering wheel covers boho,0.05,30,22,0.33,1,22,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.33,0.33,0.00,0.00,0.00,0.21,0.10,0.33,0.21,1.00,0.33,0.79"
store for cars,0.05,30,100,1.6,0.43,3570000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Local pack, Related searches","0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
surf accessories for car,0.05,30,0,0.18,1,35000000,Commercial,"Reviews, Indented, Image, Video, Related searches, Popular products, Ads bottom","0.00,0.18,0.18,0.18,0.00,0.18,0.09,1.00,1.00,0.18,0.18,0.18"
suv aftermarket accessories,0.05,30,48,0.81,0.9,14800000,Commercial,"Site links, Reviews, Image, Image pack, Related searches, Popular products","0.75,0.75,0.50,1.00,0.75,0.50,0.50,0.75,0.75,0.50,0.75,0.50"
temu car accessories,0.05,30,26,2.8,1,62,Transactional,"Indented, Image, Image pack, Video, Related searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.29,1.00"
tesla y accessories amazon,0.05,30,26,0.31,1,48,"Navigational, Transactional","Reviews, Indented, Image, Video, Related searches, Popular products, Shopping ads","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18"
truck and suv accessories,0.05,30,42,0.57,0.77,41200000,Commercial,"Site links, Indented, Image, Local pack","0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18"
uk ebay car parts,0.05,30,60,0,0.07,68,"Navigational, Transactional","Site links, Reviews, Indented, Image, Image pack, Video, Related searches","0.28,0.13,0.13,1.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13"
